Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,CTR,Clicks,Conversion_Rate,Conversions,CPC,CPM,Spend,Revenue
80,CMP_0080_App_Installs,App Promotion,App Installs,10,Google Display Ads,Healthcare,Families,TOFU,Story,Desktop,Central,CPA,61720,Small,67,2026-03-22,2026-05-28,Completed,49,57,High,Low,69.96,104899,2651,23.28,1.7,4732931,94,2984025,7.65,228277,3.9,8902,0.27,20.68,61720,104899
81,CMP_0081_Customer_Retention,App Promotion,Customer Retention,9,Affiliate Marketing,Healthcare,Students,TOFU,Story,All Devices,North,CPC,1006017,Enterprise,101,2026-07-07,2026-10-16,Paused,98,99,Low,High,129.52,2309010,2107,477.46,2.3,1869567,69,3010372,5.92,178214,5.07,9035,5.64,334.18,1006017,2309010
82,CMP_0082_App_Installs,Retargeting,App Installs,98,Facebook Ads,Healthcare,Business Owners,BOFU,Carousel,All Devices,North,CPC,831738,Large,55,2026-07-22,2026-09-15,Planned,93,93,Low,High,80.62,1502285,3814,218.07,1.81,2281727,80,3338132,2.9,96805,4.18,4046,8.59,249.16,831738,1502285
83,CMP_0083_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,37,LinkedIn Ads,Travel,Families,TOFU,Story,All Devices,North,CPA,1130772,Enterprise,68,2026-05-24,2026-07-31,Running,86,83,Low,Medium,81.49,2052238,2831,399.42,1.81,548838,99,3161785,10.54,333252,14.66,48854,3.39,357.64,1130772,2052238
84,CMP_0084_Website_Traffic,Product Launch,Website Traffic,124,Google Search Ads,Technology,Families,TOFU,Image,All Devices,East,CPA,422540,Medium,43,2026-06-17,2026-07-30,Running,76,75,Medium,Medium,75.43,741261,458,922.58,1.75,852327,86,1330112,7.3,97098,13.35,12962,4.35,317.67,422540,741261
85,CMP_0085_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,112,YouTube Ads,E-Commerce,Business Owners,TOFU,Story,All Devices,South,Target ROAS,526479,Large,29,2026-04-23,2026-05-22,Completed,77,83,Medium,Medium,93.32,1017789,3130,168.2,1.93,4567897,73,4965320,8.92,442906,2.03,8990,1.19,106.03,526479,1017789
86,CMP_0086_Website_Traffic,Lead Generation,Website Traffic,83,Google Display Ads,Travel,Working Professionals,MOFU,Image,All Devices,East,CPM,1380961,Enterprise,106,2026-08-09,2026-11-23,Paused,94,90,Low,High,110.48,2906646,1206,1145.08,2.1,4158333,86,254855,8.14,20745,2.21,458,66.57,5418.61,1380961,2906646
87,CMP_0087_Website_Traffic,App Promotion,Website Traffic,249,Google Display Ads,Fashion,Students,TOFU,Carousel,Tablet,South,Target ROAS,101013,Medium,57,2026-08-02,2026-09-28,Planned,60,55,High,Low,73.71,175469,2781,36.32,1.74,539495,82,4038069,1.51,60974,17.53,10688,1.66,25.02,101013,175469
88,CMP_0088_Website_Traffic,Retargeting,Website Traffic,247,LinkedIn Ads,Fashion,Senior Citizens,BOFU,Image,Mobile,East,CPM,1114113,Enterprise,116,2026-08-22,2026-12-16,Planned,85,89,Low,Medium,89.75,2114029,4213,264.45,1.9,1576196,91,2828774,9.99,282594,7.51,21222,3.94,393.85,1114113,2114029
89,CMP_0089_Generate_Leads,Retargeting,Generate Leads,231,Affiliate Marketing,Food Delivery,Working Professionals,BOFU,Carousel,Tablet,East,CPA,1314636,Enterprise,79,2026-05-02,2026-07-20,Running,91,99,Low,High,126.95,2983566,1306,1006.61,2.27,3620398,95,1233065,4.85,59803,14.94,8934,21.98,1066.15,1314636,2983566
90,CMP_0090_Website_Traffic,Product Launch,Website Traffic,196,Facebook Ads,Technology,Working Professionals,TOFU,Story,Tablet,North,CPM,1458653,Enterprise,23,2026-05-02,2026-05-25,Completed,94,91,Low,High,124.92,3280802,1090,1338.21,2.25,4333167,90,4914926,9.22,453156,8.02,36343,3.22,296.78,1458653,3280802
91,CMP_0091_Generate_Leads,App Promotion,Generate Leads,127,YouTube Ads,Healthcare,Senior Citizens,TOFU,Story,Mobile,West,CPC,346794,Medium,17,2026-08-02,2026-08-19,Planned,89,87,Low,Medium,130.83,800504,2519,137.67,2.31,2409166,65,3802812,11.2,425914,10.71,45615,0.81,91.19,346794,800504
92,CMP_0092_App_Installs,Sales,App Installs,63,Email Marketing,Travel,Families,TOFU,Image,Desktop,South,CPC,1060758,Enterprise,77,2026-08-13,2026-10-29,Paused,85,87,Low,Medium,93.77,2055430,768,1381.2,1.94,3611070,94,4437211,4.75,210767,14.45,30455,5.03,239.06,1060758,2055430
93,CMP_0093_App_Installs,Lead Generation,App Installs,8,Google Display Ads,Finance,Senior Citizens,MOFU,Image,Mobile,Central,Target ROAS,645037,Large,81,2026-05-13,2026-08-02,Running,78,80,Medium,Medium,62.75,1049797,1506,428.31,1.63,3403044,71,4833827,5.85,282778,3.16,8935,2.28,133.44,645037,1049797
94,CMP_0094_Customer_Retention,Brand Awareness,Customer Retention,15,YouTube Ads,Finance,Families,TOFU,Video,Tablet,East,CPA,1403375,Enterprise,15,2026-07-13,2026-07-28,Planned,85,80,Low,Medium,112.0,2975155,2882,486.94,2.12,1050185,77,797871,5.35,42686,9.01,3846,32.88,1758.9,1403375,2975155
95,CMP_0095_Increase_Sales,Brand Awareness,Increase Sales,237,Instagram Ads,Travel,Working Professionals,TOFU,Carousel,All Devices,Central,CPC,1384472,Enterprise,18,2026-08-25,2026-09-12,Paused,96,97,Low,High,123.02,3087649,4527,305.83,2.23,4553163,71,2265704,6.76,153161,8.47,12972,9.04,611.06,1384472,3087649
96,CMP_0096_Customer_Retention,Retargeting,Customer Retention,296,Email Marketing,E-Commerce,Senior Citizens,BOFU,Image,Desktop,East,CPA,361048,Medium,53,2026-04-22,2026-06-14,Completed,70,77,Medium,Medium,56.41,564715,4392,82.21,1.56,4910465,78,78435,2.45,1921,3.66,70,187.95,4603.15,361048,564715
97,CMP_0097_Generate_Leads,App Promotion,Generate Leads,219,YouTube Ads,Fashion,Business Owners,TOFU,Reels,Mobile,Central,CPM,1084938,Enterprise,18,2026-06-11,2026-06-29,Running,99,99,Low,High,115.53,2338366,3914,277.19,2.16,3891825,83,2733348,3.41,93207,9.67,9013,11.64,396.93,1084938,2338366
98,CMP_0098_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,197,LinkedIn Ads,Fashion,Senior Citizens,MOFU,Reels,Mobile,West,CPM,292823,Medium,32,2026-04-20,2026-05-22,Completed,70,62,Medium,Medium,63.42,478531,2546,115.01,1.63,1203163,97,3546746,6.92,245434,17.07,41895,1.19,82.56,292823,478531
99,CMP_0099_App_Installs,Sales,App Installs,109,Google Search Ads,Technology,Working Professionals,TOFU,Image,Desktop,West,CPC,75024,Small,39,2026-05-26,2026-07-04,Running,63,58,High,Low,81.66,136288,2307,32.52,1.82,2551059,71,4510246,1.99,89753,5.48,4918,0.84,16.63,75024,136288
100,CMP_0100_Increase_Sales,Retargeting,Increase Sales,248,Google Search Ads,E-Commerce,Business Owners,BOFU,Carousel,Mobile,East,CPM,274985,Medium,101,2026-08-01,2026-11-10,Paused,64,59,High,Low,74.08,478693,2707,101.58,1.74,2779576,81,3168475,7.68,243338,10.11,24601,1.13,86.79,274985,478693
101,CMP_0101_App_Installs,Brand Awareness,App Installs,185,Google Display Ads,Healthcare,Working Professionals,TOFU,Video,Desktop,South,Target ROAS,1447412,Enterprise,107,2026-06-06,2026-09-21,Running,91,91,Low,High,87.18,2709265,4476,323.37,1.87,750122,98,3371557,2.27,76534,3.94,3015,18.91,429.3,1447412,2709265
102,CMP_0102_Website_Traffic,Sales,Website Traffic,225,YouTube Ads,Education,Business Owners,TOFU,Reels,Mobile,West,CPA,893895,Large,120,2026-07-21,2026-11-18,Planned,94,92,Low,High,133.3,2085457,4263,209.69,2.33,2845983,97,1944724,7.16,139242,5.51,7672,6.42,459.65,893895,2085457
103,CMP_0103_Website_Traffic,Brand Awareness,Website Traffic,106,Affiliate Marketing,Education,Business Owners,TOFU,Story,Desktop,East,Target ROAS,998370,Large,97,2026-08-03,2026-11-08,Paused,91,92,Low,High,98.52,1981964,639,1562.39,1.99,4990251,66,194721,1.1,2141,13.4,286,466.31,5127.18,998370,1981964
104,CMP_0104_Generate_Leads,App Promotion,Generate Leads,98,Affiliate Marketing,E-Commerce,Families,TOFU,Reels,All Devices,East,CPC,1061527,Enterprise,87,2026-02-04,2026-05-02,Completed,96,96,Low,High,114.29,2274746,2675,396.83,2.14,408072,99,133411,8.87,11833,16.76,1983,89.71,7956.82,1061527,2274746
105,CMP_0105_Generate_Leads,Sales,Generate Leads,165,YouTube Ads,Education,Senior Citizens,TOFU,Image,Mobile,Central,Maximize Clicks,590126,Large,103,2026-08-16,2026-11-27,Planned,77,74,Medium,Medium,89.0,1115338,1357,434.88,1.89,4576363,86,3226770,3.55,114550,13.88,15899,5.15,182.88,590126,1115338
106,CMP_0106_Website_Traffic,Retargeting,Website Traffic,275,YouTube Ads,Food Delivery,Senior Citizens,BOFU,Carousel,Desktop,West,Target ROAS,123078,Medium,36,2026-08-17,2026-09-22,Paused,66,59,High,Low,81.78,223731,2362,52.11,1.82,3336676,76,4715621,5.22,246155,11.25,27692,0.5,26.1,123078,223731
107,CMP_0107_Customer_Retention,Retargeting,Customer Retention,295,Google Display Ads,Education,Senior Citizens,BOFU,Image,Mobile,West,CPA,924955,Large,101,2026-02-20,2026-06-01,Completed,87,87,Low,Medium,110.91,1950822,2758,335.37,2.11,2251521,68,2966850,10.18,302025,2.9,8758,3.06,311.76,924955,1950822
108,CMP_0108_Website_Traffic,Retargeting,Website Traffic,109,Google Display Ads,Healthcare,Freelancers,BOFU,Carousel,Mobile,West,CPC,397360,Medium,25,2026-08-26,2026-09-20,Planned,82,74,Medium,Medium,112.18,843118,945,420.49,2.12,2831426,69,2571770,7.87,202398,11.91,24105,1.96,154.51,397360,843118
109,CMP_0109_Website_Traffic,App Promotion,Website Traffic,76,Google Display Ads,Finance,Freelancers,TOFU,Reels,All Devices,West,Target ROAS,166737,Medium,66,2026-02-24,2026-05-01,Completed,75,67,Medium,Medium,96.98,328438,4879,34.17,1.97,2687037,86,292899,4.64,13590,7.61,1034,12.27,569.26,166737,328438
110,CMP_0110_App_Installs,App Promotion,App Installs,140,Email Marketing,Food Delivery,Senior Citizens,TOFU,Story,All Devices,East,Maximize Clicks,307462,Medium,17,2026-08-03,2026-08-20,Paused,85,91,Low,Medium,80.38,554599,3458,88.91,1.8,1925421,60,1709951,4.49,76776,12.43,9543,4.0,179.81,307462,554599
111,CMP_0111_Generate_Leads,Retargeting,Generate Leads,96,Google Display Ads,Technology,Freelancers,BOFU,Reels,All Devices,Central,Maximize Clicks,306205,Medium,49,2026-04-14,2026-06-02,Completed,64,63,High,Low,59.91,489652,1423,215.18,1.6,3061710,74,1885830,2.35,44317,12.58,5575,6.91,162.37,306205,489652
112,CMP_0112_Increase_Sales,Sales,Increase Sales,227,Affiliate Marketing,E-Commerce,Senior Citizens,TOFU,Carousel,Mobile,Central,CPA,1339969,Enterprise,50,2026-07-07,2026-08-26,Paused,97,99,Low,High,122.97,2987728,1027,1304.74,2.23,1419570,80,312779,3.73,11666,2.76,321,114.86,4284.08,1339969,2987728
113,CMP_0113_App_Installs,Lead Generation,App Installs,97,Instagram Ads,Travel,Freelancers,MOFU,Reels,All Devices,North,CPA,115451,Medium,43,2026-06-24,2026-08-06,Running,81,78,Medium,Medium,107.11,239110,1782,64.79,2.07,4879057,98,4350314,9.6,417630,9.34,39006,0.28,26.54,115451,239110
114,CMP_0114_Website_Traffic,Lead Generation,Website Traffic,274,Instagram Ads,Technology,Students,MOFU,Carousel,Mobile,West,Target ROAS,1414520,Enterprise,77,2026-06-06,2026-08-22,Running,99,99,Low,High,114.95,3040510,2956,478.53,2.15,1266601,89,502875,5.41,27205,2.86,778,51.99,2812.87,1414520,3040510
115,CMP_0115_Website_Traffic,Product Launch,Website Traffic,123,Instagram Ads,E-Commerce,Business Owners,TOFU,Story,Tablet,South,Maximize Clicks,253250,Medium,106,2026-06-09,2026-09-23,Running,60,57,High,Low,85.65,470158,2197,115.27,1.86,1900880,63,4783193,2.25,107621,16.43,17682,2.35,52.95,253250,470158
116,CMP_0116_App_Installs,Product Launch,App Installs,257,YouTube Ads,Food Delivery,Senior Citizens,TOFU,Carousel,Desktop,South,Maximize Clicks,290222,Medium,71,2026-08-27,2026-11-06,Planned,67,63,High,Low,97.38,572840,4597,63.13,1.97,295431,75,3461543,5.88,203538,7.92,16120,1.43,83.84,290222,572840
117,CMP_0117_Increase_Sales,Product Launch,Increase Sales,197,Google Search Ads,Food Delivery,Senior Citizens,TOFU,Reels,Tablet,Central,CPA,251374,Medium,120,2026-07-21,2026-11-18,Planned,73,71,Medium,Medium,84.41,463558,3089,81.38,1.84,4338119,60,2655500,6.0,159330,4.73,7536,1.58,94.66,251374,463558
118,CMP_0118_Generate_Leads,Sales,Generate Leads,244,Affiliate Marketing,Technology,Freelancers,TOFU,Image,All Devices,North,CPA,635951,Large,35,2026-05-19,2026-06-23,Completed,85,83,Low,Medium,118.35,1388599,3561,178.59,2.18,1820540,82,1789766,4.78,85550,5.41,4628,7.43,355.33,635951,1388599
119,CMP_0119_Customer_Retention,Retargeting,Customer Retention,110,LinkedIn Ads,Healthcare,Working Professionals,BOFU,Video,All Devices,North,Target ROAS,90405,Small,46,2026-07-26,2026-09-10,Paused,61,63,High,Low,84.02,166363,3357,26.93,1.84,4946644,68,2130877,7.75,165142,10.34,17075,0.55,42.43,90405,166363
120,CMP_0120_Increase_Brand_Awareness,Sales,Increase Brand Awareness,189,Google Display Ads,Education,Senior Citizens,TOFU,Carousel,Tablet,Central,Target ROAS,908575,Large,21,2026-07-20,2026-08-10,Planned,83,75,Medium,Medium,99.37,1811425,680,1336.14,1.99,3688424,97,4291193,3.46,148475,3.14,4662,6.12,211.73,908575,1811425
121,CMP_0121_App_Installs,Retargeting,App Installs,130,Instagram Ads,E-Commerce,Working Professionals,BOFU,Video,All Devices,Central,Target ROAS,551866,Large,105,2026-04-04,2026-07-18,Running,87,89,Low,Medium,115.82,1191037,3493,157.99,2.16,2239117,63,1546277,8.38,129578,16.61,21522,4.26,356.9,551866,1191037
122,CMP_0122_Customer_Retention,Retargeting,Customer Retention,97,Affiliate Marketing,Technology,Students,BOFU,Story,Tablet,East,CPA,1321494,Enterprise,37,2026-07-15,2026-08-21,Planned,95,99,Low,High,140.13,3173303,3860,342.36,2.4,4745497,67,378548,4.16,15747,13.12,2066,83.92,3490.95,1321494,3173303
123,CMP_0123_Website_Traffic,Product Launch,Website Traffic,142,Affiliate Marketing,Healthcare,Working Professionals,TOFU,Story,All Devices,West,Maximize Clicks,301708,Medium,24,2026-08-05,2026-08-29,Planned,78,74,Medium,Medium,94.81,587757,3636,82.98,1.95,3599284,95,1030426,1.12,11540,12.02,1387,26.14,292.8,301708,587757
124,CMP_0124_App_Installs,Sales,App Installs,230,Email Marketing,Food Delivery,Senior Citizens,TOFU,Carousel,Mobile,South,Target ROAS,1491409,Enterprise,93,2026-07-30,2026-10-31,Planned,88,84,Low,Medium,99.48,2975062,3629,410.97,1.99,933447,85,2782530,8.43,234567,16.78,39360,6.36,535.99,1491409,2975062
125,CMP_0125_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,21,Email Marketing,Fashion,Students,TOFU,Story,Desktop,North,Maximize Clicks,1335560,Enterprise,89,2026-05-09,2026-08-06,Running,98,98,Low,High,87.23,2500568,2813,474.78,1.87,2639210,95,443731,5.64,25026,14.64,3663,53.37,3009.84,1335560,2500568
126,CMP_0126_Generate_Leads,Sales,Generate Leads,293,Email Marketing,Education,Senior Citizens,TOFU,Story,All Devices,West,Maximize Clicks,1331526,Enterprise,103,2026-05-20,2026-08-31,Running,97,95,Low,High,107.01,2756391,1393,955.87,2.07,1528324,98,308807,11.35,35049,11.86,4156,37.99,4311.84,1331526,2756391
127,CMP_0127_Customer_Retention,Retargeting,Customer Retention,282,Affiliate Marketing,Finance,Students,BOFU,Image,All Devices,South,CPC,759379,Large,84,2026-07-08,2026-09-30,Paused,82,83,Medium,Medium,83.95,1396877,498,1524.86,1.84,4425271,100,2273292,7.11,161631,6.48,10473,4.7,334.04,759379,1396877
128,CMP_0128_Increase_Sales,Product Launch,Increase Sales,296,Instagram Ads,Healthcare,Freelancers,TOFU,Reels,Tablet,West,CPC,1163003,Enterprise,113,2026-08-19,2026-12-10,Paused,93,85,Low,High,135.53,2739220,2715,428.36,2.36,4220373,71,3290059,7.16,235568,4.59,10812,4.94,353.49,1163003,2739220
129,CMP_0129_App_Installs,App Promotion,App Installs,116,YouTube Ads,Finance,Senior Citizens,TOFU,Carousel,All Devices,North,CPA,805620,Large,88,2026-08-02,2026-10-29,Planned,75,75,Medium,Medium,68.82,1360047,3382,238.21,1.69,554788,92,3950635,9.12,360297,7.09,25545,2.24,203.92,805620,1360047
130,CMP_0130_Increase_Sales,Retargeting,Increase Sales,119,LinkedIn Ads,E-Commerce,Senior Citizens,BOFU,Story,All Devices,East,CPM,839098,Large,32,2026-06-04,2026-07-06,Running,76,71,Medium,Medium,112.2,1780565,4206,199.5,2.12,3238323,99,3995958,1.24,49549,5.34,2645,16.93,209.99,839098,1780565
131,CMP_0131_Increase_Brand_Awareness,Sales,Increase Brand Awareness,198,Google Display Ads,Finance,Freelancers,TOFU,Video,Desktop,West,Target ROAS,1001886,Enterprise,113,2026-08-24,2026-12-15,Planned,87,83,Low,Medium,89.08,1894366,3976,251.98,1.89,3087633,86,1810118,9.34,169065,11.7,19780,5.93,553.49,1001886,1894366
132,CMP_0132_Increase_Sales,Retargeting,Increase Sales,124,YouTube Ads,Fashion,Business Owners,BOFU,Video,All Devices,Central,Target ROAS,1302739,Enterprise,70,2026-03-02,2026-05-11,Completed,93,88,Low,High,132.48,3028607,2938,443.41,2.32,2233019,85,4688969,4.23,198343,6.05,11999,6.57,277.83,1302739,3028607
133,CMP_0133_Increase_Brand_Awareness,Sales,Increase Brand Awareness,93,Email Marketing,Finance,Working Professionals,TOFU,Carousel,Desktop,West,CPC,173784,Medium,80,2026-01-14,2026-04-04,Completed,65,61,High,Low,70.53,296353,4505,38.58,1.71,652896,71,3017194,9.97,300814,14.59,43888,0.58,57.6,173784,296353
134,CMP_0134_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,121,Google Search Ads,Education,Families,TOFU,Reels,Tablet,North,Maximize Clicks,700625,Large,30,2026-03-26,2026-04-25,Completed,94,96,Low,High,99.93,1400759,3024,231.69,2.0,2275569,81,1477132,7.45,110046,9.65,10619,6.37,474.31,700625,1400759
135,CMP_0135_Customer_Retention,Lead Generation,Customer Retention,134,Facebook Ads,Finance,Families,MOFU,Carousel,Tablet,East,Maximize Clicks,194656,Medium,35,2026-05-26,2026-06-30,Running,70,74,Medium,Medium,75.87,342341,490,397.26,1.76,4280235,71,629915,7.83,49322,11.31,5578,3.95,309.02,194656,342341
136,CMP_0136_App_Installs,Sales,App Installs,46,Google Display Ads,Technology,Families,TOFU,Image,All Devices,South,Maximize Clicks,1316646,Enterprise,51,2026-03-27,2026-05-17,Completed,85,89,Low,Medium,69.28,2228818,2045,643.84,1.69,3538128,60,1848101,3.4,62835,6.17,3876,20.95,712.43,1316646,2228818
137,CMP_0137_Increase_Sales,Brand Awareness,Increase Sales,161,Google Search Ads,E-Commerce,Students,TOFU,Video,Mobile,South,CPA,1332704,Enterprise,20,2026-04-13,2026-05-03,Completed,97,91,Low,High,119.31,2922753,3267,407.93,2.19,4446510,65,3079393,3.28,101004,4.29,4333,13.19,432.78,1332704,2922753
138,CMP_0138_Increase_Sales,Lead Generation,Increase Sales,251,LinkedIn Ads,E-Commerce,Business Owners,MOFU,Reels,All Devices,East,CPC,295882,Medium,79,2026-03-09,2026-05-27,Completed,71,72,Medium,Medium,83.71,543564,4827,61.3,1.84,4644536,85,4277059,1.54,65866,5.03,3313,4.49,69.18,295882,543564
139,CMP_0139_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,19,Affiliate Marketing,Food Delivery,Freelancers,TOFU,Reels,Mobile,North,CPM,671282,Large,114,2026-08-27,2026-12-19,Planned,84,90,Medium,Medium,89.75,1273757,3977,168.79,1.9,3524425,96,2935051,3.56,104487,12.22,12768,6.42,228.71,671282,1273757
140,CMP_0140_Generate_Leads,App Promotion,Generate Leads,279,Email Marketing,E-Commerce,Freelancers,TOFU,Carousel,All Devices,Central,CPC,671049,Large,83,2026-08-24,2026-11-15,Paused,85,82,Low,Medium,103.59,1366188,4990,134.48,2.04,2742466,96,2920348,2.32,67752,6.71,4546,9.9,229.78,671049,1366188
141,CMP_0141_Website_Traffic,Lead Generation,Website Traffic,283,Instagram Ads,Technology,Working Professionals,MOFU,Carousel,Tablet,Central,Maximize Clicks,537311,Large,114,2026-08-10,2026-12-02,Paused,81,82,Medium,Medium,77.37,953028,2836,189.46,1.77,2887382,62,1076741,11.39,122640,2.62,3213,4.38,499.02,537311,953028
142,CMP_0142_Increase_Sales,Sales,Increase Sales,285,Instagram Ads,Travel,Business Owners,TOFU,Image,Tablet,South,CPC,1476589,Enterprise,53,2026-05-29,2026-07-21,Running,93,86,Low,High,120.72,3259127,919,1606.73,2.21,1770338,79,658634,6.38,42020,12.2,5126,35.14,2241.9,1476589,3259127
143,CMP_0143_Customer_Retention,Sales,Customer Retention,166,Google Display Ads,Finance,Senior Citizens,TOFU,Image,Mobile,East,CPA,419834,Medium,47,2026-06-10,2026-07-27,Running,71,69,Medium,Medium,62.03,680257,4991,84.12,1.62,3872676,88,2719960,3.62,98462,6.82,6715,4.26,154.35,419834,680257
144,CMP_0144_Increase_Sales,Lead Generation,Increase Sales,162,Email Marketing,E-Commerce,Business Owners,MOFU,Image,Mobile,Central,CPA,1411035,Enterprise,73,2026-08-08,2026-10-20,Planned,86,85,Low,Medium,99.73,2818260,2326,606.64,2.0,3587430,72,3293840,1.91,62912,7.39,4649,22.43,428.39,1411035,2818260
145,CMP_0145_Increase_Sales,Product Launch,Increase Sales,116,LinkedIn Ads,Travel,Freelancers,TOFU,Reels,Mobile,Central,CPM,1036905,Enterprise,28,2026-06-01,2026-06-29,Running,89,94,Low,Medium,110.34,2181025,1348,769.22,2.1,4314322,64,3369806,5.63,189720,7.68,14570,5.47,307.7,1036905,2181025
146,CMP_0146_Generate_Leads,Retargeting,Generate Leads,74,Email Marketing,Finance,Freelancers,BOFU,Carousel,Tablet,North,Target ROAS,715873,Large,100,2026-02-13,2026-05-24,Completed,89,89,Low,Medium,83.52,1313770,1815,394.42,1.84,2675887,82,1290618,2.74,35362,13.99,4947,20.24,554.67,715873,1313770
147,CMP_0147_Website_Traffic,Product Launch,Website Traffic,211,Facebook Ads,E-Commerce,Senior Citizens,TOFU,Video,Tablet,North,CPM,1393724,Enterprise,81,2026-04-12,2026-07-02,Running,93,98,Low,High,136.71,3299084,4270,326.4,2.37,179127,96,1124872,10.16,114286,3.04,3474,12.2,1239.01,1393724,3299084
148,CMP_0148_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,16,Affiliate Marketing,Technology,Working Professionals,TOFU,Reels,Desktop,Central,CPM,675229,Large,115,2026-04-20,2026-08-13,Running,82,79,Medium,Medium,71.81,1160110,1252,539.32,1.72,3253619,85,4889208,5.13,250816,2.04,5116,2.69,138.11,675229,1160110
