Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Spend,Revenue,CPC,CPM,ROAS,ROI,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
71,CMP_0071_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,195,Facebook Ads,Food Delivery,Business Owners,TOFU,Reels,Tablet,South,CPM,745920,Large,20,2026-08-22,2026-09-11,Planned,89,90,Low,Medium,92.65,1437014,2740,272.23,1.93,2149018,89,88684,2465,131,2.78,5.31,745920,1437014,302.6,8410.99,1.93,92.65,16.88,26.49,188,0
72,CMP_0072_Generate_Leads,Product Launch,Generate Leads,33,Google Display Ads,Finance,Working Professionals,TOFU,Reels,Tablet,South,Target ROAS,1467901,Enterprise,39,2026-06-08,2026-07-17,Running,90,94,Low,High,127.16,3334483,3676,399.32,2.27,1433805,93,1866935,53767,1446,2.88,2.69,1467901,3334483,27.3,786.26,2.27,127.16,15.47,30.6,123,1
73,CMP_0073_Increase_Sales,Lead Generation,Increase Sales,33,Facebook Ads,E-Commerce,Families,MOFU,Story,Tablet,West,Maximize Clicks,868786,Large,49,2026-05-30,2026-07-18,Running,87,84,Low,Medium,123.55,1942171,4305,201.81,2.24,2571997,65,515201,7109,413,1.38,5.81,868786,1942171,122.21,1686.3,2.24,123.55,17.77,26.24,88,1
74,CMP_0074_App_Installs,Retargeting,App Installs,43,Google Search Ads,Food Delivery,Families,BOFU,Video,Mobile,South,CPC,240756,Medium,23,2026-05-31,2026-06-23,Completed,78,73,Medium,Medium,79.21,431458,4964,48.5,1.79,2066179,76,4928430,143417,19834,2.91,13.83,240756,431458,1.68,48.85,1.79,79.21,10.65,36.85,406,1
75,CMP_0075_Increase_Sales,Sales,Increase Sales,24,YouTube Ads,Travel,Families,TOFU,Reels,Tablet,Central,CPC,276831,Medium,49,2026-05-20,2026-07-08,Running,83,90,Medium,Medium,100.46,554935,5000,55.37,2.0,2223704,60,1450207,63229,6291,4.36,9.95,276831,554935,4.38,190.89,2.0,100.46,3.51,59.67,487,1
76,CMP_0076_App_Installs,Retargeting,App Installs,30,LinkedIn Ads,Technology,Families,BOFU,Video,Desktop,South,CPA,870057,Large,86,2026-04-30,2026-07-25,Running,80,73,Medium,Medium,101.1,1749684,1408,617.94,2.01,1172415,71,2802659,63059,10347,2.25,16.41,870057,1749684,13.8,310.44,2.01,101.1,15.31,39.74,155,1
77,CMP_0077_App_Installs,Retargeting,App Installs,265,LinkedIn Ads,Technology,Working Professionals,BOFU,Carousel,Desktop,West,CPA,1461077,Enterprise,53,2026-03-10,2026-05-02,Completed,95,99,Low,High,108.33,3043861,2099,696.08,2.08,2376652,76,120443,4058,389,3.37,9.59,1461077,3043861,360.05,12130.86,2.08,108.33,4.46,29.23,407,1
78,CMP_0078_Increase_Brand_Awareness,Sales,Increase Brand Awareness,215,Google Search Ads,Food Delivery,Senior Citizens,TOFU,Carousel,Tablet,West,Target ROAS,1042242,Enterprise,113,2026-07-23,2026-11-13,Planned,95,97,Low,High,123.94,2333996,3517,296.34,2.24,291929,77,1566179,131245,16497,8.38,12.57,1042242,2333996,7.94,665.47,2.24,123.94,11.89,45.6,471,1
79,CMP_0079_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,288,Email Marketing,Healthcare,Families,MOFU,Image,Mobile,South,CPC,1364099,Enterprise,37,2026-07-18,2026-08-24,Planned,88,81,Low,Medium,105.3,2800495,4546,300.07,2.05,395225,91,1033923,73511,12842,7.11,17.47,1364099,2800495,18.56,1319.34,2.05,105.3,16.86,38.51,246,1
80,CMP_0080_App_Installs,App Promotion,App Installs,10,Google Display Ads,Healthcare,Families,TOFU,Story,Desktop,Central,CPA,61720,Small,67,2026-03-22,2026-05-28,Completed,49,57,High,Low,69.96,104899,2651,23.28,1.7,4732931,94,2984025,228277,8902,7.65,3.9,61720,104899,0.27,20.68,1.7,69.96,16.04,32.92,300,0
81,CMP_0081_Customer_Retention,App Promotion,Customer Retention,9,Affiliate Marketing,Healthcare,Students,TOFU,Story,All Devices,North,CPC,1006017,Enterprise,101,2026-07-07,2026-10-16,Paused,98,99,Low,High,129.52,2309010,2107,477.46,2.3,1869567,69,3010372,178214,9035,5.92,5.07,1006017,2309010,5.64,334.18,2.3,129.52,16.56,47.06,333,1
82,CMP_0082_App_Installs,Retargeting,App Installs,98,Facebook Ads,Healthcare,Business Owners,BOFU,Carousel,All Devices,North,CPC,831738,Large,55,2026-07-22,2026-09-15,Planned,93,93,Low,High,80.62,1502285,3814,218.07,1.81,2281727,80,3338132,96805,4046,2.9,4.18,831738,1502285,8.59,249.16,1.81,80.62,16.07,33.92,380,0
83,CMP_0083_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,37,LinkedIn Ads,Travel,Families,TOFU,Story,All Devices,North,CPA,1130772,Enterprise,68,2026-05-24,2026-07-31,Running,86,83,Low,Medium,81.49,2052238,2831,399.42,1.81,548838,99,3161785,333252,48854,10.54,14.66,1130772,2052238,3.39,357.64,1.81,81.49,2.53,37.51,73,1
84,CMP_0084_Website_Traffic,Product Launch,Website Traffic,124,Google Search Ads,Technology,Families,TOFU,Image,All Devices,East,CPA,422540,Medium,43,2026-06-17,2026-07-30,Running,76,75,Medium,Medium,75.43,741261,458,922.58,1.75,852327,86,1330112,97098,12962,7.3,13.35,422540,741261,4.35,317.67,1.75,75.43,2.03,25.09,107,1
85,CMP_0085_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,112,YouTube Ads,E-Commerce,Business Owners,TOFU,Story,All Devices,South,Target ROAS,526479,Large,29,2026-04-23,2026-05-22,Completed,77,83,Medium,Medium,93.32,1017789,3130,168.2,1.93,4567897,73,4965320,442906,8990,8.92,2.03,526479,1017789,1.19,106.03,1.93,93.32,10.7,48.16,39,0
86,CMP_0086_Website_Traffic,Lead Generation,Website Traffic,83,Google Display Ads,Travel,Working Professionals,MOFU,Image,All Devices,East,CPM,1380961,Enterprise,106,2026-08-09,2026-11-23,Paused,94,90,Low,High,110.48,2906646,1206,1145.08,2.1,4158333,86,254855,20745,458,8.14,2.21,1380961,2906646,66.57,5418.61,2.1,110.48,16.47,21.03,111,1
87,CMP_0087_Website_Traffic,App Promotion,Website Traffic,249,Google Display Ads,Fashion,Students,TOFU,Carousel,Tablet,South,Target ROAS,101013,Medium,57,2026-08-02,2026-09-28,Planned,60,55,High,Low,73.71,175469,2781,36.32,1.74,539495,82,4038069,60974,10688,1.51,17.53,101013,175469,1.66,25.02,1.74,73.71,12.32,40.39,361,1
88,CMP_0088_Website_Traffic,Retargeting,Website Traffic,247,LinkedIn Ads,Fashion,Senior Citizens,BOFU,Image,Mobile,East,CPM,1114113,Enterprise,116,2026-08-22,2026-12-16,Planned,85,89,Low,Medium,89.75,2114029,4213,264.45,1.9,1576196,91,2828774,282594,21222,9.99,7.51,1114113,2114029,3.94,393.85,1.9,89.75,15.71,20.73,339,0
89,CMP_0089_Generate_Leads,Retargeting,Generate Leads,231,Affiliate Marketing,Food Delivery,Working Professionals,BOFU,Carousel,Tablet,East,CPA,1314636,Enterprise,79,2026-05-02,2026-07-20,Running,91,99,Low,High,126.95,2983566,1306,1006.61,2.27,3620398,95,1233065,59803,8934,4.85,14.94,1314636,2983566,21.98,1066.15,2.27,126.95,13.53,46.76,115,1
90,CMP_0090_Website_Traffic,Product Launch,Website Traffic,196,Facebook Ads,Technology,Working Professionals,TOFU,Story,Tablet,North,CPM,1458653,Enterprise,23,2026-05-02,2026-05-25,Completed,94,91,Low,High,124.92,3280802,1090,1338.21,2.25,4333167,90,4914926,453156,36343,9.22,8.02,1458653,3280802,3.22,296.78,2.25,124.92,5.2,51.39,316,1
91,CMP_0091_Generate_Leads,App Promotion,Generate Leads,127,YouTube Ads,Healthcare,Senior Citizens,TOFU,Story,Mobile,West,CPC,346794,Medium,17,2026-08-02,2026-08-19,Planned,89,87,Low,Medium,130.83,800504,2519,137.67,2.31,2409166,65,3802812,425914,45615,11.2,10.71,346794,800504,0.81,91.19,2.31,130.83,3.48,29.42,487,1
92,CMP_0092_App_Installs,Sales,App Installs,63,Email Marketing,Travel,Families,TOFU,Image,Desktop,South,CPC,1060758,Enterprise,77,2026-08-13,2026-10-29,Paused,85,87,Low,Medium,93.77,2055430,768,1381.2,1.94,3611070,94,4437211,210767,30455,4.75,14.45,1060758,2055430,5.03,239.06,1.94,93.77,5.46,57.18,455,1
93,CMP_0093_App_Installs,Lead Generation,App Installs,8,Google Display Ads,Finance,Senior Citizens,MOFU,Image,Mobile,Central,Target ROAS,645037,Large,81,2026-05-13,2026-08-02,Running,78,80,Medium,Medium,62.75,1049797,1506,428.31,1.63,3403044,71,4833827,282778,8935,5.85,3.16,645037,1049797,2.28,133.44,1.63,62.75,4.4,62.51,388,0
94,CMP_0094_Customer_Retention,Brand Awareness,Customer Retention,15,YouTube Ads,Finance,Families,TOFU,Video,Tablet,East,CPA,1403375,Enterprise,15,2026-07-13,2026-07-28,Planned,85,80,Low,Medium,112.0,2975155,2882,486.94,2.12,1050185,77,797871,42686,3846,5.35,9.01,1403375,2975155,32.88,1758.9,2.12,112.0,14.05,54.64,265,1
95,CMP_0095_Increase_Sales,Brand Awareness,Increase Sales,237,Instagram Ads,Travel,Working Professionals,TOFU,Carousel,All Devices,Central,CPC,1384472,Enterprise,18,2026-08-25,2026-09-12,Paused,96,97,Low,High,123.02,3087649,4527,305.83,2.23,4553163,71,2265704,153161,12972,6.76,8.47,1384472,3087649,9.04,611.06,2.23,123.02,6.17,69.72,211,1
96,CMP_0096_Customer_Retention,Retargeting,Customer Retention,296,Email Marketing,E-Commerce,Senior Citizens,BOFU,Image,Desktop,East,CPA,361048,Medium,53,2026-04-22,2026-06-14,Completed,70,77,Medium,Medium,56.41,564715,4392,82.21,1.56,4910465,78,78435,1921,70,2.45,3.64,361048,564715,187.95,4603.15,1.56,56.41,14.69,51.92,207,0
97,CMP_0097_Generate_Leads,App Promotion,Generate Leads,219,YouTube Ads,Fashion,Business Owners,TOFU,Reels,Mobile,Central,CPM,1084938,Enterprise,18,2026-06-11,2026-06-29,Running,99,99,Low,High,115.53,2338366,3914,277.19,2.16,3891825,83,2733348,93207,9013,3.41,9.67,1084938,2338366,11.64,396.93,2.16,115.53,9.54,54.87,175,1
98,CMP_0098_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,197,LinkedIn Ads,Fashion,Senior Citizens,MOFU,Reels,Mobile,West,CPM,292823,Medium,32,2026-04-20,2026-05-22,Completed,70,62,Medium,Medium,63.42,478531,2546,115.01,1.63,1203163,97,3546746,245434,41895,6.92,17.07,292823,478531,1.19,82.56,1.63,63.42,4.92,21.15,298,1
99,CMP_0099_App_Installs,Sales,App Installs,109,Google Search Ads,Technology,Working Professionals,TOFU,Image,Desktop,West,CPC,75024,Small,39,2026-05-26,2026-07-04,Running,63,58,High,Low,81.66,136288,2307,32.52,1.82,2551059,71,4510246,89753,4918,1.99,5.48,75024,136288,0.84,16.63,1.82,81.66,11.93,51.55,305,0
100,CMP_0100_Increase_Sales,Retargeting,Increase Sales,248,Google Search Ads,E-Commerce,Business Owners,BOFU,Carousel,Mobile,East,CPM,274985,Medium,101,2026-08-01,2026-11-10,Paused,64,59,High,Low,74.08,478693,2707,101.58,1.74,2779576,81,3168475,243338,24601,7.68,10.11,274985,478693,1.13,86.79,1.74,74.08,13.12,26.61,112,1
101,CMP_0101_App_Installs,Brand Awareness,App Installs,185,Google Display Ads,Healthcare,Working Professionals,TOFU,Video,Desktop,South,Target ROAS,1447412,Enterprise,107,2026-06-06,2026-09-21,Running,91,91,Low,High,87.18,2709265,4476,323.37,1.87,750122,98,3371557,76534,3015,2.27,3.94,1447412,2709265,18.91,429.3,1.87,87.18,14.82,52.52,462,0
102,CMP_0102_Website_Traffic,Sales,Website Traffic,225,YouTube Ads,Education,Business Owners,TOFU,Reels,Mobile,West,CPA,893895,Large,120,2026-07-21,2026-11-18,Planned,94,92,Low,High,133.3,2085457,4263,209.69,2.33,2845983,97,1944724,139242,7672,7.16,5.51,893895,2085457,6.42,459.65,2.33,133.3,15.61,59.63,296,1
103,CMP_0103_Website_Traffic,Brand Awareness,Website Traffic,106,Affiliate Marketing,Education,Business Owners,TOFU,Story,Desktop,East,Target ROAS,998370,Large,97,2026-08-03,2026-11-08,Paused,91,92,Low,High,98.52,1981964,639,1562.39,1.99,4990251,66,194721,2141,286,1.1,13.36,998370,1981964,466.31,5127.18,1.99,98.52,6.68,47.68,334,1
104,CMP_0104_Generate_Leads,App Promotion,Generate Leads,98,Affiliate Marketing,E-Commerce,Families,TOFU,Reels,All Devices,East,CPC,1061527,Enterprise,87,2026-02-04,2026-05-02,Completed,96,96,Low,High,114.29,2274746,2675,396.83,2.14,408072,99,133411,11833,1983,8.87,16.76,1061527,2274746,89.71,7956.82,2.14,114.29,15.05,42.06,374,1
105,CMP_0105_Generate_Leads,Sales,Generate Leads,165,YouTube Ads,Education,Senior Citizens,TOFU,Image,Mobile,Central,Maximize Clicks,590126,Large,103,2026-08-16,2026-11-27,Planned,77,74,Medium,Medium,89.0,1115338,1357,434.88,1.89,4576363,86,3226770,114550,15899,3.55,13.88,590126,1115338,5.15,182.88,1.89,89.0,12.64,20.27,448,1
106,CMP_0106_Website_Traffic,Retargeting,Website Traffic,275,YouTube Ads,Food Delivery,Senior Citizens,BOFU,Carousel,Desktop,West,Target ROAS,123078,Medium,36,2026-08-17,2026-09-22,Paused,66,59,High,Low,81.78,223731,2362,52.11,1.82,3336676,76,4715621,246155,27692,5.22,11.25,123078,223731,0.5,26.1,1.82,81.78,10.01,35.2,188,1
107,CMP_0107_Customer_Retention,Retargeting,Customer Retention,295,Google Display Ads,Education,Senior Citizens,BOFU,Image,Mobile,West,CPA,924955,Large,101,2026-02-20,2026-06-01,Completed,87,87,Low,Medium,110.91,1950822,2758,335.37,2.11,2251521,68,2966850,302025,8758,10.18,2.9,924955,1950822,3.06,311.76,2.11,110.91,8.06,50.02,301,1
108,CMP_0108_Website_Traffic,Retargeting,Website Traffic,109,Google Display Ads,Healthcare,Freelancers,BOFU,Carousel,Mobile,West,CPC,397360,Medium,25,2026-08-26,2026-09-20,Planned,82,74,Medium,Medium,112.18,843118,945,420.49,2.12,2831426,69,2571770,202398,24105,7.87,11.91,397360,843118,1.96,154.51,2.12,112.18,10.95,39.26,444,1
109,CMP_0109_Website_Traffic,App Promotion,Website Traffic,76,Google Display Ads,Finance,Freelancers,TOFU,Reels,All Devices,West,Target ROAS,166737,Medium,66,2026-02-24,2026-05-01,Completed,75,67,Medium,Medium,96.98,328438,4879,34.17,1.97,2687037,86,292899,13590,1034,4.64,7.61,166737,328438,12.27,569.26,1.97,96.98,6.23,48.28,267,1
110,CMP_0110_App_Installs,App Promotion,App Installs,140,Email Marketing,Food Delivery,Senior Citizens,TOFU,Story,All Devices,East,Maximize Clicks,307462,Medium,17,2026-08-03,2026-08-20,Paused,85,91,Low,Medium,80.38,554599,3458,88.91,1.8,1925421,60,1709951,76776,9543,4.49,12.43,307462,554599,4.0,179.81,1.8,80.38,14.99,48.6,289,1
111,CMP_0111_Generate_Leads,Retargeting,Generate Leads,96,Google Display Ads,Technology,Freelancers,BOFU,Reels,All Devices,Central,Maximize Clicks,306205,Medium,49,2026-04-14,2026-06-02,Completed,64,63,High,Low,59.91,489652,1423,215.18,1.6,3061710,74,1885830,44317,5575,2.35,12.58,306205,489652,6.91,162.37,1.6,59.91,13.33,52.03,344,1
112,CMP_0112_Increase_Sales,Sales,Increase Sales,227,Affiliate Marketing,E-Commerce,Senior Citizens,TOFU,Carousel,Mobile,Central,CPA,1339969,Enterprise,50,2026-07-07,2026-08-26,Paused,97,99,Low,High,122.97,2987728,1027,1304.74,2.23,1419570,80,312779,11666,321,3.73,2.75,1339969,2987728,114.86,4284.08,2.23,122.97,14.28,21.98,344,1
113,CMP_0113_App_Installs,Lead Generation,App Installs,97,Instagram Ads,Travel,Freelancers,MOFU,Reels,All Devices,North,CPA,115451,Medium,43,2026-06-24,2026-08-06,Running,81,78,Medium,Medium,107.11,239110,1782,64.79,2.07,4879057,98,4350314,417630,39006,9.6,9.34,115451,239110,0.28,26.54,2.07,107.11,14.63,46.52,309,1
114,CMP_0114_Website_Traffic,Lead Generation,Website Traffic,274,Instagram Ads,Technology,Students,MOFU,Carousel,Mobile,West,Target ROAS,1414520,Enterprise,77,2026-06-06,2026-08-22,Running,99,99,Low,High,114.95,3040510,2956,478.53,2.15,1266601,89,502875,27205,778,5.41,2.86,1414520,3040510,51.99,2812.87,2.15,114.95,15.96,59.59,355,1
115,CMP_0115_Website_Traffic,Product Launch,Website Traffic,123,Instagram Ads,E-Commerce,Business Owners,TOFU,Story,Tablet,South,Maximize Clicks,253250,Medium,106,2026-06-09,2026-09-23,Running,60,57,High,Low,85.65,470158,2197,115.27,1.86,1900880,63,4783193,107621,17682,2.25,16.43,253250,470158,2.35,52.95,1.86,85.65,8.4,53.78,447,1
116,CMP_0116_App_Installs,Product Launch,App Installs,257,YouTube Ads,Food Delivery,Senior Citizens,TOFU,Carousel,Desktop,South,Maximize Clicks,290222,Medium,71,2026-08-27,2026-11-06,Planned,67,63,High,Low,97.38,572840,4597,63.13,1.97,295431,75,3461543,203538,16120,5.88,7.92,290222,572840,1.43,83.84,1.97,97.38,13.73,44.02,470,1
117,CMP_0117_Increase_Sales,Product Launch,Increase Sales,197,Google Search Ads,Food Delivery,Senior Citizens,TOFU,Reels,Tablet,Central,CPA,251374,Medium,120,2026-07-21,2026-11-18,Planned,73,71,Medium,Medium,84.41,463558,3089,81.38,1.84,4338119,60,2655500,159330,7536,6.0,4.73,251374,463558,1.58,94.66,1.84,84.41,11.76,62.77,82,0
118,CMP_0118_Generate_Leads,Sales,Generate Leads,244,Affiliate Marketing,Technology,Freelancers,TOFU,Image,All Devices,North,CPA,635951,Large,35,2026-05-19,2026-06-23,Completed,85,83,Low,Medium,118.35,1388599,3561,178.59,2.18,1820540,82,1789766,85550,4628,4.78,5.41,635951,1388599,7.43,355.33,2.18,118.35,12.82,48.01,354,1
119,CMP_0119_Customer_Retention,Retargeting,Customer Retention,110,LinkedIn Ads,Healthcare,Working Professionals,BOFU,Video,All Devices,North,Target ROAS,90405,Small,46,2026-07-26,2026-09-10,Paused,61,63,High,Low,84.02,166363,3357,26.93,1.84,4946644,68,2130877,165142,17075,7.75,10.34,90405,166363,0.55,42.43,1.84,84.02,11.15,53.5,368,1
120,CMP_0120_Increase_Brand_Awareness,Sales,Increase Brand Awareness,189,Google Display Ads,Education,Senior Citizens,TOFU,Carousel,Tablet,Central,Target ROAS,908575,Large,21,2026-07-20,2026-08-10,Planned,83,75,Medium,Medium,99.37,1811425,680,1336.14,1.99,3688424,97,4291193,148475,4662,3.46,3.14,908575,1811425,6.12,211.73,1.99,99.37,12.85,43.59,294,1
121,CMP_0121_App_Installs,Retargeting,App Installs,130,Instagram Ads,E-Commerce,Working Professionals,BOFU,Video,All Devices,Central,Target ROAS,551866,Large,105,2026-04-04,2026-07-18,Running,87,89,Low,Medium,115.82,1191037,3493,157.99,2.16,2239117,63,1546277,129578,21522,8.38,16.61,551866,1191037,4.26,356.9,2.16,115.82,10.91,29.27,222,1
122,CMP_0122_Customer_Retention,Retargeting,Customer Retention,97,Affiliate Marketing,Technology,Students,BOFU,Story,Tablet,East,CPA,1321494,Enterprise,37,2026-07-15,2026-08-21,Planned,95,99,Low,High,140.13,3173303,3860,342.36,2.4,4745497,67,378548,15747,2066,4.16,13.12,1321494,3173303,83.92,3490.95,2.4,140.13,5.0,20.44,279,1
123,CMP_0123_Website_Traffic,Product Launch,Website Traffic,142,Affiliate Marketing,Healthcare,Working Professionals,TOFU,Story,All Devices,West,Maximize Clicks,301708,Medium,24,2026-08-05,2026-08-29,Planned,78,74,Medium,Medium,94.81,587757,3636,82.98,1.95,3599284,95,1030426,11540,1387,1.12,12.02,301708,587757,26.14,292.8,1.95,94.81,10.9,20.85,173,1
124,CMP_0124_App_Installs,Sales,App Installs,230,Email Marketing,Food Delivery,Senior Citizens,TOFU,Carousel,Mobile,South,Target ROAS,1491409,Enterprise,93,2026-07-30,2026-10-31,Planned,88,84,Low,Medium,99.48,2975062,3629,410.97,1.99,933447,85,2782530,234567,39360,8.43,16.78,1491409,2975062,6.36,535.99,1.99,99.48,8.11,57.78,310,1
125,CMP_0125_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,21,Email Marketing,Fashion,Students,TOFU,Story,Desktop,North,Maximize Clicks,1335560,Enterprise,89,2026-05-09,2026-08-06,Running,98,98,Low,High,87.23,2500568,2813,474.78,1.87,2639210,95,443731,25026,3663,5.64,14.64,1335560,2500568,53.37,3009.84,1.87,87.23,12.13,53.24,37,1
126,CMP_0126_Generate_Leads,Sales,Generate Leads,293,Email Marketing,Education,Senior Citizens,TOFU,Story,All Devices,West,Maximize Clicks,1331526,Enterprise,103,2026-05-20,2026-08-31,Running,97,95,Low,High,107.01,2756391,1393,955.87,2.07,1528324,98,308807,35049,4156,11.35,11.86,1331526,2756391,37.99,4311.84,2.07,107.01,17.9,58.36,357,1
127,CMP_0127_Customer_Retention,Retargeting,Customer Retention,282,Affiliate Marketing,Finance,Students,BOFU,Image,All Devices,South,CPC,759379,Large,84,2026-07-08,2026-09-30,Paused,82,83,Medium,Medium,83.95,1396877,498,1524.86,1.84,4425271,100,2273292,161631,10473,7.11,6.48,759379,1396877,4.7,334.04,1.84,83.95,6.61,32.31,37,0
128,CMP_0128_Increase_Sales,Product Launch,Increase Sales,296,Instagram Ads,Healthcare,Freelancers,TOFU,Reels,Tablet,West,CPC,1163003,Enterprise,113,2026-08-19,2026-12-10,Paused,93,85,Low,High,135.53,2739220,2715,428.36,2.36,4220373,71,3290059,235568,10812,7.16,4.59,1163003,2739220,4.94,353.49,2.36,135.53,3.63,37.58,40,1
129,CMP_0129_App_Installs,App Promotion,App Installs,116,YouTube Ads,Finance,Senior Citizens,TOFU,Carousel,All Devices,North,CPA,805620,Large,88,2026-08-02,2026-10-29,Planned,75,75,Medium,Medium,68.82,1360047,3382,238.21,1.69,554788,92,3950635,360297,25545,9.12,7.09,805620,1360047,2.24,203.92,1.69,68.82,8.84,20.8,322,0
130,CMP_0130_Increase_Sales,Retargeting,Increase Sales,119,LinkedIn Ads,E-Commerce,Senior Citizens,BOFU,Story,All Devices,East,CPM,839098,Large,32,2026-06-04,2026-07-06,Running,76,71,Medium,Medium,112.2,1780565,4206,199.5,2.12,3238323,99,3995958,49549,2645,1.24,5.34,839098,1780565,16.93,209.99,2.12,112.2,5.15,20.08,494,1
131,CMP_0131_Increase_Brand_Awareness,Sales,Increase Brand Awareness,198,Google Display Ads,Finance,Freelancers,TOFU,Video,Desktop,West,Target ROAS,1001886,Enterprise,113,2026-08-24,2026-12-15,Planned,87,83,Low,Medium,89.08,1894366,3976,251.98,1.89,3087633,86,1810118,169065,19780,9.34,11.7,1001886,1894366,5.93,553.49,1.89,89.08,16.2,23.91,409,1
132,CMP_0132_Increase_Sales,Retargeting,Increase Sales,124,YouTube Ads,Fashion,Business Owners,BOFU,Video,All Devices,Central,Target ROAS,1302739,Enterprise,70,2026-03-02,2026-05-11,Completed,93,88,Low,High,132.48,3028607,2938,443.41,2.32,2233019,85,4688969,198343,11999,4.23,6.05,1302739,3028607,6.57,277.83,2.32,132.48,10.77,37.59,138,1
133,CMP_0133_Increase_Brand_Awareness,Sales,Increase Brand Awareness,93,Email Marketing,Finance,Working Professionals,TOFU,Carousel,Desktop,West,CPC,173784,Medium,80,2026-01-14,2026-04-04,Completed,65,61,High,Low,70.53,296353,4505,38.58,1.71,652896,71,3017194,300814,43888,9.97,14.59,173784,296353,0.58,57.6,1.71,70.53,15.96,43.74,439,1
134,CMP_0134_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,121,Google Search Ads,Education,Families,TOFU,Reels,Tablet,North,Maximize Clicks,700625,Large,30,2026-03-26,2026-04-25,Completed,94,96,Low,High,99.93,1400759,3024,231.69,2.0,2275569,81,1477132,110046,10619,7.45,9.65,700625,1400759,6.37,474.31,2.0,99.93,11.09,68.3,112,1
135,CMP_0135_Customer_Retention,Lead Generation,Customer Retention,134,Facebook Ads,Finance,Families,MOFU,Carousel,Tablet,East,Maximize Clicks,194656,Medium,35,2026-05-26,2026-06-30,Running,70,74,Medium,Medium,75.87,342341,490,397.26,1.76,4280235,71,629915,49322,5578,7.83,11.31,194656,342341,3.95,309.02,1.76,75.87,5.65,67.46,250,1
